TargetGene,Ensembl_ID
CCDC28A,ENSG00000024862
GVQW2,ENSG00000279968
REPS1,ENSG00000135597
ABRACL,ENSG00000146386
HECA,ENSG00000112406
CITED2,ENSG00000164442
LINC01625,ENSG00000238099
NMBR,ENSG00000135577
VTA1,ENSG00000009844
ADGRG6,ENSG00000112414
HIVEP2,ENSG00000010818
AIG1,ENSG00000146416
ADAT2,ENSG00000189007
PEX3,ENSG00000034693
FUCA2,ENSG00000001036
LTV1,ENSG00000135521
PLAGL1,ENSG00000118495
HYMAI,ENSG00000283122
SF3B5,ENSG00000169976
STX11,ENSG00000135604
EPM2A,ENSG00000112425
FBXO30,ENSG00000118496
LOC100507557,
SHPRH,ENSG00000146414
RAB32,ENSG00000118508
LOC101928661,
ADGB,ENSG00000118492
KATNBL1P6,ENSG00000228283
LUADT1,ENSG00000196634
STXBP5,ENSG00000164506
STXBP5-AS1,ENSG00000233452
SAMD5,ENSG00000203727
UST,ENSG00000111962
ZC3H12D,ENSG00000178199
PPIL4,ENSG00000131013
GINM1,ENSG00000055211
KATNA1,ENSG00000186625
LOC645967,
LATS1,ENSG00000131023
NUP43,ENSG00000120253
PCMT1,ENSG00000120265
RAET1E-AS1,ENSG00000223701
LRP11,ENSG00000120256
RAET1G,ENSG00000203722
LOC105378052,
ULBP2,ENSG00000131015
ULBP1,ENSG00000111981
RAET1K,ENSG00000218358
ULBP3,ENSG00000131019
PPP1R14C,ENSG00000198729
MTHFD1L,ENSG00000120254
AKAP12,ENSG00000131016
ZBTB2,ENSG00000181472
RMND1,ENSG00000155906
ARMT1,ENSG00000146476
FBXO5,ENSG00000112029
MTRF1L,ENSG00000112031
CNKSR3,ENSG00000153721
SCAF8,ENSG00000213079
TFB1M,ENSG00000029639
ARID1B,ENSG00000049618
TMEM242,ENSG00000215712
ZDHHC14,ENSG00000175048
SNX9,ENSG00000130340
SYNJ2,ENSG00000078269
SERAC1,ENSG00000122335
GTF2H5,ENSG00000272047
TMEM181,ENSG00000146433
DYNLT1,ENSG00000146425
SYTL3,ENSG00000164674
EZR-AS1,ENSG00000233893
EZR,ENSG00000092820
C6orf99,ENSG00000203711
RSPH3,ENSG00000130363
FNDC1,ENSG00000164694
SOD2,ENSG00000112096
WTAP,ENSG00000146457
ACAT2,ENSG00000120437
LOC100129518,
TCP1,ENSG00000120438
MRPL18,ENSG00000112110
PNLDC1,ENSG00000146453
IGF2R,ENSG00000197081
MAP3K4,ENSG00000085511
AGPAT4,ENSG00000026652
PACRG,ENSG00000112530
PRKN,ENSG00000185345
DKFZp451B082,ENSG00000285564
CAHM,ENSG00000270419
QKI,ENSG00000112531
LOC102724152,
SFT2D1,ENSG00000198818
LOC100289495,
MPC1,ENSG00000060762
RPS6KA2-IT1,ENSG00000232082
RNASET2,ENSG00000026297
FGFR1OP,ENSG00000213066
AFDN-AS1,ENSG00000198221
AFDN,ENSG00000130396
LOC101929523,
WDR27,ENSG00000184465
C6orf120,ENSG00000185127
PHF10,ENSG00000130024
TCTE3,ENSG00000184786
ERMARD,ENSG00000130023
LINC00574,ENSG00000231690
DLL1,ENSG00000198719
FAM120B,ENSG00000112584
PSMB1,ENSG00000008018
TBP,ENSG00000112592
PDCD2,ENSG00000071994
C9orf66,ENSG00000183784
DOCK8,ENSG00000107099
KANK1,ENSG00000107104
DMRT2,ENSG00000173253
SMARCA2,ENSG00000080503
VLDLR,ENSG00000147852
PUM3,ENSG00000080608
RFX3,ENSG00000080298
PLPP6,ENSG00000205808
CDC37L1-AS1,ENSG00000273061
CDC37L1,ENSG00000106993
AK3,ENSG00000147853
RCL1,ENSG00000120158
JAK2,ENSG00000096968
PLGRKT,ENSG00000107020
CD274,ENSG00000120217
RIC1,ENSG00000107036
ERMP1,ENSG00000099219
KIAA2026,ENSG00000183354
RANBP6,ENSG00000137040
UHRF2,ENSG00000147854
KDM4C,ENSG00000107077
TMEM261,ENSG00000137038
PTPRD-AS2,ENSG00000226717
MPDZ,ENSG00000107186
NFIB,ENSG00000147862
ZDHHC21,ENSG00000175893
LOC389705,
TTC39B,ENSG00000155158
SNAPC3,ENSG00000164975
PSIP1,ENSG00000164985
CCDC171,ENSG00000164989
RRAGA,ENSG00000155876
HAUS6,ENSG00000147874
PLIN2,ENSG00000147872
DENND4C,ENSG00000137145
RPS6,ENSG00000137154
ACER2,ENSG00000177076
FOCAD-AS1,ENSG00000227071
CAAP1,ENSG00000120159
PLAA,ENSG00000137055
IFT74-AS1,ENSG00000234676
IFT74,ENSG00000096872
MOB3B,ENSG00000120162
C9orf72,ENSG00000147894
ACO1,ENSG00000122729
DDX58,ENSG00000107201
TOPORS-AS1,ENSG00000235453
TOPORS,ENSG00000197579
NDUFB6,ENSG00000165264
APTX,ENSG00000137074
DNAJA1,ENSG00000086061
SMU1,ENSG00000122692
B4GALT1-AS1,ENSG00000233554
B4GALT1,ENSG00000086062
SPINK4,ENSG00000122711
BAG1,ENSG00000107262
CHMP5,ENSG00000086065
NFX1,ENSG00000086102
AQP3,ENSG00000165272
NOL6,ENSG00000165271
SUGT1P1,ENSG00000226823
ANKRD18B,ENSG00000230453
ANXA2P2,ENSG00000231991
PTENP1-AS,ENSG00000281128
PTENP1,ENSG00000237984
LINC01251,ENSG00000235481
UBE2R2,ENSG00000107341
UBAP2,ENSG00000137073
DCAF12,ENSG00000198876
UBAP1,ENSG00000165006
KIF24,ENSG00000186638
NUDT2,ENSG00000164978
KIAA1161,ENSG00000164976
FAM219A,ENSG00000164970
DNAI1,ENSG00000122735
ENHO,ENSG00000168913
CNTFR,ENSG00000122756
RPP25L,ENSG00000164967
DCTN3,ENSG00000137100
SIGMAR1,ENSG00000147955
GALT,ENSG00000213930
IL11RA,ENSG00000137070
CCL27,ENSG00000213927
LOC730098,
PHF24,ENSG00000122733
DNAJB5-AS1,ENSG00000281491
DNAJB5,ENSG00000137094
VCP,ENSG00000165280
FANCG,ENSG00000221829
PIGO,ENSG00000165282
STOML2,ENSG00000165283
FAM214B,ENSG00000005238
UNC13B,ENSG00000198722
ATP8B5P,ENSG00000179766
RUSC2,ENSG00000198853
FAM166B,ENSG00000215187
TESK1,ENSG00000107140
LOC101926948,
CCDC107,ENSG00000159884
ARHGEF39,ENSG00000137135
CA9,ENSG00000107159
CREB3,ENSG00000107175
TLN1,ENSG00000137076
GBA2,ENSG00000070610
RGP1,ENSG00000107185
SPAG8,ENSG00000137098
HINT2,ENSG00000137133
FAM221B,ENSG00000204930
TMEM8B,ENSG00000137103
HRCT1,ENSG00000196196
RECK,ENSG00000122707
GLIPR2,ENSG00000122694
CCIN,ENSG00000185972
CLTA,ENSG00000122705
GNE,ENSG00000159921
RNF38,ENSG00000137075
MELK,ENSG00000165304
EBLN3P,ENSG00000281649
ZCCHC7,ENSG00000147905
GRHPR,ENSG00000137106
ZBTB5,ENSG00000168795
POLR1E,ENSG00000137054
TOMM5,ENSG00000175768
FRMPD1,ENSG00000070601
TRMT10B,ENSG00000165275
EXOSC3,ENSG00000107371
DCAF10,ENSG00000122741
SLC25A51,ENSG00000122696
SHB,ENSG00000107338
ALDH1B1,ENSG00000137124
GLIDR,ENSG00000278175
LOC102725126,
FRG1HP,ENSG00000276291
LOC100132249,
PTGER4P2-CDK2AP2P2,ENSG00000275450
FRG1JP,ENSG00000215548
ZNF658,ENSG00000274349
PIP5K1B,ENSG00000107242
FAM122A,ENSG00000187866
LOC101927069,
FXN,ENSG00000165060
TJP2,ENSG00000119139
APBA1,ENSG00000107282
PTAR1,ENSG00000188647
C9orf135-AS1,ENSG00000225626
C9orf135,ENSG00000204711
SMC5-AS1,ENSG00000268364
SMC5,ENSG00000198887
KLF9,ENSG00000119138
TMEM2,ENSG00000135048
ABHD17B,ENSG00000107362
C9orf85,ENSG00000155621
LINC01504,ENSG00000225434
ZFAND5,ENSG00000107372
ALDH1A1,ENSG00000165092
ANXA1,ENSG00000135046
RORB,ENSG00000198963
C9orf40,ENSG00000135045
C9orf41-AS1,ENSG00000203321
CARNMT1,ENSG00000156017
NMRK1,ENSG00000106733
OSTF1,ENSG00000134996
PCSK5,ENSG00000099139
RFK,ENSG00000135002
GCNT1,ENSG00000187210
VPS13A,ENSG00000197969
VPS13A-AS1,ENSG00000232998
GNAQ,ENSG00000156052
CEP78,ENSG00000148019
PSAT1,ENSG00000135069
TLE4,ENSG00000106829
IDNK,ENSG00000148057
LOC105376114,
UBQLN1,ENSG00000135018
GKAP1,ENSG00000165113
KIF27,ENSG00000165115
C9orf64,ENSG00000165118
HNRNPK,ENSG00000165119
RMI1,ENSG00000178966
AGTPBP1,ENSG00000135049
LOC389765,
NAA35,ENSG00000135040
GOLM1,ENSG00000135052
LOC101927623,
ISCA1,ENSG00000135070
ZCCHC6,ENSG00000083223
GAS1RR,ENSG00000226237
C9orf170,ENSG00000204446
DAPK1,ENSG00000196730
CTSL,ENSG00000135047
CDK20,ENSG00000156345
SPIN1,ENSG00000106723
NXNL2,ENSG00000130045
S1PR3,ENSG00000213694
CKS2,ENSG00000123975
SECISBP2,ENSG00000187742
GADD45G,ENSG00000130222
SYK,ENSG00000165025
AUH,ENSG00000148090
NFIL3,ENSG00000165030
ROR2,ENSG00000169071
SPTLC1,ENSG00000090054
IARS,ENSG00000196305
CENPP,ENSG00000188312
NOL8,ENSG00000198000
IPPK,ENSG00000127080
BICD2,ENSG00000185963
ANKRD19P,ENSG00000187984
ZNF484,ENSG00000127081
SUSD3,ENSG00000157303
CARD19,ENSG00000165233
NINJ1,ENSG00000131669
FAM120AOS,ENSG00000188938
FAM120A,ENSG00000048828
PHF2,ENSG00000197724
PTPDC1,ENSG00000158079
ZNF169,ENSG00000175787
LOC100132077,
MFSD14B,ENSG00000148110
PCAT7,ENSG00000231806
C9orf3,ENSG00000148120
FANCC,ENSG00000158169
LOC100507346,
PTCH1,ENSG00000185920
ERCC6L2,ENSG00000182150
LINC00476,ENSG00000175611
SLC35D2,ENSG00000130958
ZNF367,ENSG00000165244
HABP4,ENSG00000130956
CDC14B,ENSG00000081377
AAED1,ENSG00000158122
ZNF510,ENSG00000081386
ZNF782,ENSG00000196597
MFSD14C,ENSG00000196312
CTSV,ENSG00000136943
LOC100499484,
LOC100499484-C9ORF174,
ANKRD18CP,ENSG00000159712
CCDC180,ENSG00000197816
TDRD7,ENSG00000196116
TMOD1,ENSG00000136842
NCBP1,ENSG00000136937
TSTD2,ENSG00000136925
XPA,ENSG00000136936
TRMO,ENSG00000136932
HEMGN,ENSG00000136929
ANP32B,ENSG00000136938
NANS,ENSG00000095380
TRIM14,ENSG00000106785
CORO2A,ENSG00000106789
TBC1D2,ENSG00000095383
GABBR2,ENSG00000136928
ANKS6,ENSG00000165138
GALNT12,ENSG00000119514
COL15A1,ENSG00000204291
TGFBR1,ENSG00000106799
ALG2,ENSG00000119523
SEC61B,ENSG00000106803
LOC101928438,
NR4A3,ENSG00000119508
STX17-AS1,ENSG00000255145
STX17,ENSG00000136874
ERP44,ENSG00000023318
INVS,ENSG00000119509
TEX10,ENSG00000136891
MSANTD3,ENSG00000066697
TMEFF1,ENSG00000241697
MRPL50,ENSG00000136897
ZNF189,ENSG00000136870
TMEM246,ENSG00000165152
RNF20,ENSG00000155827
SMC2-AS1,ENSG00000270332
SMC2,ENSG00000136824
NIPSNAP3A,ENSG00000136783
NIPSNAP3B,ENSG00000165028
ABCA1,ENSG00000165029
SLC44A1,ENSG00000070214
FSD1L,ENSG00000106701
FKTN,ENSG00000106692
TMEM38B,ENSG00000095209
RAD23B,ENSG00000119318
KLF4,ENSG00000136826
IKBKAP,ENSG00000070061
FAM206A,ENSG00000119328
CTNNAL1,ENSG00000119326
TMEM245,ENSG00000106771
EPB41L4B,ENSG00000095203
AKAP2,ENSG00000241978
TXN,ENSG00000136810
KIAA0368,ENSG00000136813
ZNF483,ENSG00000173258
DNAJC25,ENSG00000059769
DNAJC25-GNG10,ENSG00000244115
GNG10,ENSG00000242616
UGCG,ENSG00000148154
SUSD1,ENSG00000106868
PTBP3,ENSG00000119314
HSDL2,ENSG00000119471
KIAA1958,ENSG00000165185
INIP,ENSG00000148153
SNX30,ENSG00000148158
ZNF883,ENSG00000228623
ZFP37,ENSG00000136866
SLC31A2,ENSG00000136867
FKBP15,ENSG00000119321
SLC31A1,ENSG00000136868
CDC26,ENSG00000176386
PRPF4,ENSG00000136875
WDR31,ENSG00000148225
BSPRY,ENSG00000119411
HDHD3,ENSG00000119431
ALAD,ENSG00000148218
C9orf43,ENSG00000157653
POLE3,ENSG00000148229
ZNF618,ENSG00000157657
AMBP,ENSG00000106927
KIF12,ENSG00000136883
COL27A1,ENSG00000196739
WHRN,ENSG00000095397
ATP6V1G1,ENSG00000136888
TMEM268,ENSG00000157693
LOC100505478,
ASTN2,ENSG00000148219
TRIM32,ENSG00000119401
CDK5RAP2,ENSG00000136861
MEGF9,ENSG00000106780
FBXW2,ENSG00000119402
LOC100288842,
PSMD5,ENSG00000095261
PSMD5-AS1,ENSG00000226752
PHF19,ENSG00000119403
TRAF1,ENSG00000056558
RAB14,ENSG00000119396
GSN,ENSG00000148180
GSN-AS1,ENSG00000235865
STOM,ENSG00000148175
GGTA1P,ENSG00000204136
TTLL11,ENSG00000175764
NDUFA8,ENSG00000119421
MORN5,ENSG00000185681
LHX6,ENSG00000106852
MRRF,ENSG00000148187
RBM18,ENSG00000119446
PTGS1,ENSG00000095303
PDCL,ENSG00000136940
RC3H2,ENSG00000056586
ZBTB6,ENSG00000186130
ZBTB26,ENSG00000171448
RABGAP1,ENSG00000011454
STRBP,ENSG00000165209
CRB2,ENSG00000148204
DENND1A,ENSG00000119522
LHX2,ENSG00000106689
NEK6,ENSG00000119408
PSMB7,ENSG00000136930
MIR181A2HG,ENSG00000224020
NR6A1,ENSG00000148200
WDR38,ENSG00000136918
RPL35,ENSG00000136942
ARPC5L,ENSG00000136950
GOLGA1,ENSG00000136935
SCAI,ENSG00000173611
PPP6C,ENSG00000119414
LOC105376271,
RABEPK,ENSG00000136933
HSPA5,ENSG00000044574
GAPVD1,ENSG00000165219
MAPKAP1,ENSG00000119487
LOC51145,
PBX3,ENSG00000167081
ZBTB43,ENSG00000169155
ZBTB34,ENSG00000177125
RALGPS1,ENSG00000136828
SLC2A8,ENSG00000136856
ZNF79,ENSG00000196152
RPL12,ENSG00000197958
LRSAM1,ENSG00000148356
FAM129B,ENSG00000136830
STXBP1,ENSG00000136854
PTRH1,ENSG00000187024
TTC16,ENSG00000167094
TOR2A,ENSG00000160404
SH2D3C,ENSG00000095370
CDK9,ENSG00000136807
FPGS,ENSG00000136877
AK1,ENSG00000106992
ST6GALNAC6,ENSG00000160408
ST6GALNAC4,ENSG00000136840
PIP5KL1,ENSG00000167103
DPM2,ENSG00000136908
NAIF1,ENSG00000171169
SLC25A25,ENSG00000148339
SLC25A25-AS1,ENSG00000234771
PTGES2,ENSG00000148334
PTGES2-AS1,ENSG00000232850
LCN2,ENSG00000148346
C9orf16,ENSG00000171159
CIZ1,ENSG00000148337
DNM1,ENSG00000106976
GOLGA2,ENSG00000167110
SWI5,ENSG00000175854
COQ4,ENSG00000167113
TRUB2,ENSG00000167112
SLC27A4,ENSG00000167114
URM1,ENSG00000167118
CERCAM,ENSG00000167123
ODF2,ENSG00000136811
GLE1,ENSG00000119392
SPTAN1,ENSG00000197694
WDR34,ENSG00000119333
SET,ENSG00000119335
PKN3,ENSG00000160447
ZDHHC12,ENSG00000160446
LOC100506100,
ZER1,ENSG00000160445
TBC1D13,ENSG00000107021
ENDOG,ENSG00000167136
SPOUT1,ENSG00000198917
KYAT1,ENSG00000171097
LRRC8A,ENSG00000136802
NUP188,ENSG00000095319
DOLK,ENSG00000175283
SH3GLB2,ENSG00000148341
MIGA2,ENSG00000148343
DOLPP1,ENSG00000167130
CRAT,ENSG00000095321
PTPA,ENSG00000119383
IER5L,ENSG00000188483
C9orf106,ENSG00000179082
LINC01503,ENSG00000233901
LINC00963,ENSG00000204054
C9orf50,ENSG00000179058
NTMT1,ENSG00000148335
ASB6,ENSG00000148331
PTGES,ENSG00000148344
TOR1B,ENSG00000136816
TOR1A,ENSG00000136827
C9orf78,ENSG00000136819
USP20,ENSG00000136878
FNBP1,ENSG00000187239
GPR107,ENSG00000148358
NCS1,ENSG00000107130
ASS1,ENSG00000130707
LOC100272217,
FUBP3,ENSG00000107164
EXOSC2,ENSG00000130713
ABL1,ENSG00000097007
QRFP,ENSG00000188710
FIBCD1,ENSG00000130720
LAMC3,ENSG00000050555
AIF1L,ENSG00000126878
NUP214,ENSG00000126883
FAM78A,ENSG00000126882
PLPP7,ENSG00000160539
POMT1,ENSG00000130714
UCK1,ENSG00000130717
MED27,ENSG00000160563
SETX,ENSG00000107290
TTF1,ENSG00000125482
CFAP77,ENSG00000188523
BARHL1,ENSG00000125492
GTF3C4,ENSG00000125484
DDX31,ENSG00000125485
AK8,ENSG00000165695
SPACA9,ENSG00000165698
TSC1,ENSG00000165699
GFI1B,ENSG00000165702
LOC105376306,
GTF3C5,ENSG00000148308
RALGDS,ENSG00000160271
GBGT1,ENSG00000148288
ABO,ENSG00000175164
SURF6,ENSG00000148296
MED22,ENSG00000148297
RPL7A,ENSG00000148303
SURF1,ENSG00000148290
SURF2,ENSG00000148291
SURF4,ENSG00000148248
STKLD1,ENSG00000198870
REXO4,ENSG00000148300
ADAMTS13,ENSG00000160323
CACFD1,ENSG00000160325
SLC2A6,ENSG00000160326
ADAMTSL2,ENSG00000197859
VAV2,ENSG00000160293
LINC00094,ENSG00000235106
BRD3,ENSG00000169925
WDR5,ENSG00000196363
RXRA,ENSG00000186350
COL5A1,ENSG00000130635
PPP1R26-AS1,ENSG00000225361
PPP1R26,ENSG00000196422
C9orf116,ENSG00000160345
MRPS2,ENSG00000122140
LOC101928525,
PAEP,ENSG00000122133
LINC01502,ENSG00000237339
KCNT1,ENSG00000107147
CAMSAP1,ENSG00000130559
UBAC1,ENSG00000130560
NACC2,ENSG00000148411
C9orf69,ENSG00000238227
QSOX2,ENSG00000165661
DKFZP434A062,ENSG00000262075
GPSM1,ENSG00000160360
DNLZ,ENSG00000213221
CARD9,ENSG00000187796
PMPCA,ENSG00000165688
SDCCAG3,ENSG00000165689
INPP5E,ENSG00000148384
SEC16A,ENSG00000148396
C9orf163,ENSG00000196366
NOTCH1,ENSG00000148400
LINC01451,ENSG00000279141
EGFL7,ENSG00000172889
AGPAT2,ENSG00000169692
FAM69B,ENSG00000165716
SNHG7,ENSG00000233016
LCN10,ENSG00000187922
LOC100128593,
LCN8,ENSG00000204001
LCN15,ENSG00000177984
TMEM141,ENSG00000244187
CCDC183,ENSG00000213213
RABL6,ENSG00000196642
CCDC183-AS1,ENSG00000228544
C9orf172,ENSG00000232434
PHPT1,ENSG00000054148
MAMDC4,ENSG00000177943
EDF1,ENSG00000107223
TRAF2,ENSG00000127191
FBXW5,ENSG00000159069
C8G,ENSG00000176919
PTGDS,ENSG00000107317
C9orf142,ENSG00000148362
CLIC3,ENSG00000169583
C9orf139,ENSG00000180539
ABCA2,ENSG00000107331
FUT7,ENSG00000180549
NPDC1,ENSG00000107281
ENTPD2,ENSG00000054179
SAPCD2,ENSG00000186193
UAP1L1,ENSG00000197355
MAN1B1-AS1,ENSG00000268996
MAN1B1,ENSG00000177239
DPP7,ENSG00000176978
GRIN1,ENSG00000176884
LRRC26,ENSG00000184709
SSNA1,ENSG00000176101
ANAPC2,ENSG00000176248
TPRN,ENSG00000176058
TMEM203,ENSG00000187713
NDOR1,ENSG00000188566
RNF208,ENSG00000212864
CYSRT1,ENSG00000197191
RNF224,ENSG00000233198
TUBB4B,ENSG00000188229
STPG3-AS1,ENSG00000275549
NELFB,ENSG00000188986
TOR4A,ENSG00000198113
NRARP,ENSG00000198435
EXD3,ENSG00000187609
NOXA1,ENSG00000188747
ENTPD8,ENSG00000188833
NSMF,ENSG00000165802
PNPLA7,ENSG00000130653
MRPL41,ENSG00000182154
DPH7,ENSG00000148399
ZMYND19,ENSG00000165724
ARRDC1,ENSG00000197070
ARRDC1-AS1,ENSG00000203993
EHMT1,ENSG00000181090
OR4K17,ENSG00000176230
OR4N5,ENSG00000184394
TTC5,ENSG00000136319
CCNB1IP1,ENSG00000100814
RPPH1,ENSG00000277209
PARP2,ENSG00000129484
TEP1,ENSG00000129566
OSGEP,ENSG00000092094
APEX1,ENSG00000100823
TMEM55B,ENSG00000165782
PNP,ENSG00000198805
RNASE11,ENSG00000173464
RNASE12,ENSG00000258436
ANG,ENSG00000214274
RNASE4,ENSG00000258818
RNASE1,ENSG00000129538
METTL17,ENSG00000165792
LOC101929718,
SLC39A2,ENSG00000165794
NDRG2,ENSG00000165795
ARHGEF40,ENSG00000165801
ZNF219,ENSG00000165804
TMEM253,ENSG00000232070
HNRNPC,ENSG00000092199
SUPT16H,ENSG00000092201
CHD8,ENSG00000100888
RAB2B,ENSG00000129472
TOX4,ENSG00000092203
METTL3,ENSG00000165819
DAD1,ENSG00000129562
ABHD4,ENSG00000100439
OXA1L,ENSG00000155463
SLC7A7,ENSG00000155465
MRPL52,ENSG00000172590
LRP10,ENSG00000197324
REM2,ENSG00000139890
RBM23,ENSG00000100461
PRMT5-AS1,ENSG00000237054
PRMT5,ENSG00000100462
LOC101926933,
HAUS4,ENSG00000092036
AJUBA,ENSG00000129474
C14orf93,ENSG00000100802
PSMB5,ENSG00000100804
CDH24,ENSG00000139880
C14orf119,ENSG00000179933
ACIN1,ENSG00000100813
CEBPE,ENSG00000092067
RNF212B,ENSG00000215277
HOMEZ,ENSG00000215271
PPP1R3E,ENSG00000235194
BCL2L2,ENSG00000129473
BCL2L2-PABPN1,ENSG00000258643
PABPN1,ENSG00000100836
SLC22A17,ENSG00000092096
NGDN,ENSG00000129460
ZFHX2,ENSG00000136367
THTPA,ENSG00000259431
AP1G2,ENSG00000213983
JPH4,ENSG00000092051
DHRS4,ENSG00000157326
DHRS4-AS1,ENSG00000215256
CARMIL3,ENSG00000186648
PCK2,ENSG00000100889
DCAF11,ENSG00000100897
PSME1,ENSG00000092010
EMC9,ENSG00000100908
PSME2,ENSG00000100911
RNF31,ENSG00000092098
IRF9,ENSG00000213928
IPO4,ENSG00000196497
TM9SF1,ENSG00000100926
CHMP4A,ENSG00000254505
MDP1,ENSG00000213920
NEDD8,ENSG00000129559
NEDD8-MDP1,ENSG00000255526
GMPR2,ENSG00000100938
TINF2,ENSG00000092330
RABGGTA,ENSG00000100949
DHRS1,ENSG00000157379
NOP9,ENSG00000196943
LTB4R,ENSG00000213903
NFATC4,ENSG00000100968
NYNRIN,ENSG00000205978
CBLN3,ENSG00000139899
KHNYN,ENSG00000100441
SDR39U1,ENSG00000100445
LOC101927045,
MIR4307HG,ENSG00000257612
FOXG1,ENSG00000176165
LINC01551,ENSG00000186960
PRKD1,ENSG00000184304
G2E3,ENSG00000092140
SCFD1,ENSG00000092108
COCH,ENSG00000100473
AP4S1,ENSG00000100478
STRN3,ENSG00000196792
HECTD1,ENSG00000092148
HEATR5A,ENSG00000129493
LOC101927124,
DTD2,ENSG00000129480
NUBPL,ENSG00000151413
ARHGAP5-AS1,ENSG00000258655
ARHGAP5,ENSG00000100852
EGLN3,ENSG00000129521
SPTSSA,ENSG00000165389
EAPP,ENSG00000129518
SNX6,ENSG00000129515
CFL2,ENSG00000165410
BAZ1A,ENSG00000198604
SRP54,ENSG00000100883
FAM177A1,ENSG00000151327
KIAA0391,ENSG00000100890
PPP2R3C,ENSG00000092020
PSMA6,ENSG00000100902
NFKBIA,ENSG00000100906
INSM2,ENSG00000168348
RALGAPA1P1,ENSG00000229419
RALGAPA1,ENSG00000174373
BRMS1L,ENSG00000100916
LINC00609,ENSG00000257585
MBIP,ENSG00000151332
SLC25A21-AS1,ENSG00000258708
SLC25A21,ENSG00000183032
MIPOL1,ENSG00000151338
FOXA1,ENSG00000129514
TTC6,ENSG00000139865
SEC23A,ENSG00000100934
GEMIN2,ENSG00000092208
TRAPPC6B,ENSG00000182400
PNN,ENSG00000100941
LOC100288846,
MIA2,ENSG00000150527
FBXO33,ENSG00000165355
LRFN5,ENSG00000165379
C14orf28,ENSG00000179476
KLHL28,ENSG00000179454
TOGARAM1,ENSG00000198718
PRPF39,ENSG00000185246
FKBP3,ENSG00000100442
FANCM,ENSG00000187790
MIS18BP1,ENSG00000129534
RPS29,ENSG00000213741
LRR1,ENSG00000165501
RPL36AL,ENSG00000165502
MGAT2,ENSG00000168282
DNAAF2,ENSG00000165506
POLE2,ENSG00000100479
KLHDC1,ENSG00000197776
KLHDC2,ENSG00000165516
NEMF,ENSG00000165525
ARF6,ENSG00000165527
LINC01599,
VCPKMT,ENSG00000100483
SOS2,ENSG00000100485
L2HGDH,ENSG00000087299
ATP5S,ENSG00000125375
CDKL1,ENSG00000100490
MAP4K5,ENSG00000012983
SAV1,ENSG00000151748
LOC105370489,
NIN,ENSG00000100503
PYGL,ENSG00000100504
TMX1,ENSG00000139921
FRMD6-AS1,ENSG00000273888
FRMD6,ENSG00000139926
C14orf166,ENSG00000087302
PTGER2,ENSG00000125384
TXNDC16,ENSG00000087301
GPR137C,ENSG00000180998
ERO1A,ENSG00000197930
PSMC6,ENSG00000100519
STYX,ENSG00000198252
GNPNAT1,ENSG00000100522
FERMT2,ENSG00000073712
DDHD1,ENSG00000100523
LOC101927620,
CDKN3,ENSG00000100526
CNIH1,ENSG00000100528
GMFB,ENSG00000197045
CGRRF1,ENSG00000100532
SAMD4A,ENSG00000020577
GCH1,ENSG00000131979
WDHD1,ENSG00000198554
SOCS4,ENSG00000180008
MAPK1IP1L,ENSG00000168175
LGALS3,ENSG00000131981
DLGAP5,ENSG00000126787
FBXO34,ENSG00000178974
ATG14,ENSG00000126775
KTN1-AS1,ENSG00000186615
KTN1,ENSG00000126777
LINC00520,ENSG00000258791
PELI2,ENSG00000139946
TMEM260,ENSG00000070269
AP5M1,ENSG00000053770
EXOC5,ENSG00000070367
NAA30,ENSG00000139977
C14orf37,ENSG00000139971
ACTR10,ENSG00000131966
PSMA3,ENSG00000100567
PSMA3-AS1,ENSG00000257621
ARID4A,ENSG00000032219
TOMM20L,ENSG00000196860
TIMM9,ENSG00000100575
KIAA0586,ENSG00000100578
DACT1,ENSG00000165617
L3HYPDH,ENSG00000126790
JKAMP,ENSG00000050130
CCDC175,ENSG00000151838
PCNX4,ENSG00000126773
DHRS7,ENSG00000100612
PPM1A,ENSG00000100614
C14orf39,ENSG00000179008
SIX1,ENSG00000126778
SIX4,ENSG00000100625
MNAT1,ENSG00000020426
TRMT5,ENSG00000126814
SLC38A6,ENSG00000139974
PRKCH,ENSG00000027075
HIF1A,ENSG00000100644
HIF1A-AS1,ENSG00000258777
HIF1A-AS2,ENSG00000258667
LOC105370526,
SNAPC1,ENSG00000023608
PPP2R5E,ENSG00000154001
WDR89,ENSG00000140006
SGPP1,ENSG00000126821
SYNE2,ENSG00000054654
MTHFD1,ENSG00000100714
AKAP5,ENSG00000179841
ZBTB1,ENSG00000126804
ZBTB25,ENSG00000089775
PLEKHG3,ENSG00000126822
SPTB,ENSG00000070182
CHURC1-FNTB,ENSG00000125954
CHURC1,ENSG00000258289
RAB15,ENSG00000139998
FNTB,ENSG00000257365
MAX,ENSG00000125952
LOC100128233,
FUT8-AS1,ENSG00000276116
LINC00238,ENSG00000196553
GPHN,ENSG00000171723
MPP5,ENSG00000072415
ATP6V1D,ENSG00000100554
EIF2S1,ENSG00000134001
PLEKHH1,ENSG00000054690
PIGH,ENSG00000100564
ARG2,ENSG00000081181
VTI1B,ENSG00000100568
RDH11,ENSG00000072042
ZFYVE26,ENSG00000072121
RAD51B,ENSG00000182185
ZFP36L1,ENSG00000185650
ACTN1,ENSG00000072110
ACTN1-AS1,ENSG00000259062
